content,score,sentiment_polarity,sentiment_subjective,sentiment_rating
aplication,5,0.7,0.6000000000000001,Positive
benerr,5,0.0,0.0,Positive
puas,5,0.0,0.0,Positive
apknya enak bangett,5,0.0,0.0,Positive
lancar teman investasi rencana tabung jaga,5,0.0,0.0,Positive
sulit registrasi selfi gagal sesuai prosedur masker gagal,1,0.0,0.0,Negative
mantap bonus,5,0.0,0.0,Positive
mantap tabung skalian sedekah,5,0.0,0.0,Positive
sulit nasabah sampe kendala minggu kelar gimana,1,0.0,0.0,Negative
login susah,5,0.0,0.0,Positive
manfaat simpan uang,5,0.0,0.0,Positive
ngirim negeri error duh tolong susah transfer indo,4,-0.3,0.6,Positive
keren kategori simpan,5,0.0,0.0,Positive
gimana saldo login alas verifikasi muka gagal layar blank hitam cek kamera gimana,1,0.0,0.0,Negative
kunci jam jam buka kunci canda uang situ,1,0.0,0.0,Negative
sandi 3x ganti masuk mulu kocak,1,0.0,0.0,Negative
favorit sihhh mantapp cinta,5,0.0,0.0,Positive
daftar transaksi saldo rekening,5,0.0,0.0,Positive
puas,5,0.0,0.0,Positive
test,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
kalo syariah,1,0.0,0.0,Negative
jelek fitur komplit,1,0.0,0.0,Negative
bagus,5,0.5,0.5,Positive
fiturnya tranfer wallet gratis kali isi saldo alfamart indomaret sayang,5,0.5,0.5,Positive
habis update login 3x salah sandi password isi bener,1,0.0,0.0,Negative
mudah,5,0.0,0.0,Positive
banget bikin,5,0.0,0.0,Positive
aneh,1,0.0,0.0,Negative
bantu,5,0.0,0.0,Positive
pitur pinjam kaka,5,0.0,0.0,Positive
lh,5,0.5,0.5,Positive
mantap,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
praktis smg amanah,5,0.0,0.0,Positive
poko mantap,5,0.0,0.0,Positive
terima kasih saldo 25000,5,0.0,0.0,Positive
gimana carany kalo lupa email pasword,5,0.0,0.0,Positive
login logout kirim keluh detail gmail live chat wa progres buruk layan,1,0.13636363636363635,0.5,Negative
bayar upgrade gagal kali masing2 denda 000 rupiah,1,0.0,0.0,Negative
bagus,1,0.0,0.0,Negative
jujur enak gratis pocket uang,5,0.0,0.0,Positive
jos mantap kasih bonus,5,0.0,0.0,Positive
nyangka duit 25 ribu,5,0.0,0.0,Positive
hati hati tipu hapus akun disalahgunakan orang bertanggungjawab pakai akun,1,0.0,0.0,Negative
bngtt loading lupa pasword login loading mulu ngestuck situ mulu kecewa duit situ,3,0.0,0.0,Neutral
mantab,5,0.0,0.0,Positive
sulit tutup akun kalu buka cepat habis pulsa 20rb br lapor susah tutup buruk layan jagooooo buruk,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
asik,5,0.0,0.0,Positive
bagus bunga cair nasabah,4,0.0,0.0,Positive
baguss cocok suka investasi rekomendasi bnget,5,0.0,0.0,Positive
siiip,5,0.0,0.0,Positive
bagus cepat responsif nasabah,5,0.5,0.5,Positive
casback masuk kantong utama,5,0.0,0.0,Positive
ribet tau lupa pin nomer aktif hilang gilir aju ganti nomer susah gitu ribet male buruk buruk,1,0.0,0.0,Negative
pakai syariah pinjam kecewa,1,0.0,0.0,Negative
bagus aman,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
susah banget internet lambat dikit bayar qris langsung gagal kali kali beda belah,1,0.0,0.0,Negative
job,5,0.7,0.6000000000000001,Positive
coba daftar akun video call gx buka aneh banget,1,0.0,0.0,Negative
andai aju pinjam,4,0.0,0.0,Positive
bagus banget,5,0.0,0.0,Positive
layan buruk banget lambat pinjem tagih jls,1,0.0,0.0,Negative
mudah nyaman rencana uang,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
cashbacknya,5,0.0,0.0,Positive
mantap gopay mudah,5,0.0,0.0,Positive
gagal bikin akun pdhl ktp verif wajah banget,1,0.0,0.0,Negative
kacau ribet bener,1,0.0,0.0,Negative
rekomendasi terima transfer uang mudah aman,5,0.0,0.0,Positive
hp dapet kode verifikasi ganti hp gimana,1,0.0,0.0,Negative
login akun blokir chat putus langgar,1,0.0,0.0,Negative
mudah transaksi,5,0.0,0.0,Positive
bagus layan,5,0.0,0.0,Positive
angsur pinjam online bayar jatuh tempo teror nomer kenal jatuh tempo teror nomer kenal,1,0.0,0.0,Negative
tolong minimal switch akun syariah,1,-0.1,0.6,Negative
bagus,5,0.0,0.0,Positive
pakai bayar scan qris susah barcode discan langsung baca isi bensin akibat prose bayar antri kendara sabar pindah langsung sukses tolong fiturnya terima kasih,2,0.0,0.0,Negative
nemu bagus atur uang sesuai rencana bawa berkah manfaat,5,0.0,0.0,Positive
sial malas nyimpan uang transaksi solusi via telpon uang hangus pulsa ludes,1,0.0,0.0,Negative
update error muncul hilang iklan ganggu ringan stabil cepat terima kasih tim kembang cepat merespon keluh kualitas tahan,5,0.0,0.0,Positive
dar saran masuk saldo kantong kunci pilih opsi buka kunci kantong jatuh tempo kalang orang niat semangat nabung goda ambil uang jatuh tempo terima kasih,5,0.0,0.0,Positive
jamin hasil simpan uang bagus banget rekomen simpan atm potong mending,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
kecewa layan call center lambat jam kerja,1,-0.1,0.1,Negative
bagus bantu banget,5,0.0,0.0,Positive
kasih bintang log ubah pasword login masuk langsung logout otomatis,2,0.0,0.0,Negative
solusi tiket adu jalan kendala login nomor rubah bintang tindak uang tahan gabisa login,1,0.0,0.0,Negative
akun kunci tindak hallo ibuk tolong respon tabung gimana medan masaa iyah jakarta lapor respon,1,0.0,0.0,Negative
emosi login suruh masuk email sandi email sandi masuk bener tulis sandi salah trus coba ganti sandi verivikasi perangkat hp mati trus coba lai masuk nik ktp nik masuk sesuai ktp tulis nik masuk komplain respon,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
buka pin sidik jari coba reset pasword,1,0.0,0.0,Negative
terima kasih,5,0.0,0.0,Positive
pakai vpn fungsi,5,0.0,0.0,Positive
pilih,5,0.0,0.0,Positive
joss,5,0.0,0.0,Positive
apl amanah recomend,5,0.0,0.0,Positive
manfaat,5,0.0,0.0,Positive
transaksi mudah,5,0.0,0.0,Positive
download alami bobol daftar tuju pinjam tuju akun hilang blokir ambil alih orang tanggung lindung data bodong,5,0.0,0.0,Positive
tutup akun ribet,1,0.0,0.0,Negative
mantap transaksi gampang ribet dapet bonus mkasih,5,0.0,0.0,Positive
bagus banget,5,0.0,0.0,Positive
inovasi,5,0.0,0.0,Positive
nomor kartu hilang login solusi kirim email,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
lambat banget bug kasih bintang ngirim 15 kelar kelar,1,0.0,0.0,Negative
saldo balikin,1,0.0,0.0,Negative
kece pgn nomor bner,2,0.5,0.5,Negative
sip,5,0.0,0.0,Positive
masuk bagus,1,0.0,0.0,Negative
transfer ewallet pending banget,1,0.0,0.0,Negative
kirim saldo kantong utama gopay masuk tunggu jam jam tetep masuk tanggung woy,1,0.0,0.0,Negative
gabisa ganti pw pdhl koneksi bagus knapa koneksi putus woyy,2,0.0,0.0,Negative
sma kaya pending gtu dri akun nyesel kaya gni,1,0.5,0.5,Negative
liat rekening,5,0.0,0.0,Positive
topup gopay pending banget hubung,1,0.0,0.0,Negative
lelet delaynya transaksi uang rekening wallet kadang delay banget bikin emosi,1,0.0,0.0,Negative
aneh akun,1,0.0,0.0,Negative
transaksi lambat prose,3,0.0,0.0,Neutral
tolong gimana akun blokir uang layan kn gimana tk uang hilang,1,0.0,0.0,Negative
transaksi delay 10menit,1,0.0,0.0,Negative
fitur pinjam pelit kayak superbank bagus,1,0.0,0.0,Negative
nyaman,5,0.0,0.0,Positive
mw login knp susah login padahl data,5,0.0,0.0,Positive
bener kaya gin kemarin saldo potong masuk tipu kaya gin tmn2 hati2 bisa2 duit raib jls,1,0.0,0.0,Negative
cocok,4,0.0,0.0,Positive
use everything,5,0.7244444444444443,0.7933333333333334,Positive
lengkap fiturnya mudah paham,5,0.0,0.0,Positive
ganti nomor telfon nomor telfon pakai ganti ribet banget njir rekomen,1,0.0,0.0,Negative
ketemu banget bantu sayang banget habis pulsa nlpon beda bantu kecewa banget bintang nanya muter2 solusi jgn bener banget ribet tutup akun bantu ganti nomor email bantu,1,0.0,0.0,Negative
biar bintang bicara,5,0.0,0.0,Positive
saldo nyangkut woi balikin niat tambahin 10 rb transfer fee transfer bi rekening,1,0.2,0.6,Negative
tolong developer ngirim sinyal bagus main game lancar aneh ngirim gitu male,2,-0.11666666666666668,0.3666666666666667,Negative
bagus banget,5,0.0,0.0,Positive
masuk ribet email sandi salah kali lngsung blokir mohon,1,0.0,0.0,Negative
pinjam tolak,5,0.0,0.0,Positive
bagus manfaat,5,0.0,0.0,Positive
emank transfer gratis,5,0.0,0.0,Positive
kali kali kali alami kendala login logout verifikasi ulang input ulang data pribadi lengkap nik npwp nama kandung dll data simpan sistem proses ribet makan puluh menit kali gagal data isi coba 10 kali jam masuk,1,0.0,0.0,Negative
menu hapus kontak rekening orang pakai bikin pusing rekening transfer,4,0.0,0.0,Positive
ribet tabung pokok mantap dahh,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bantu mudah transaksi,5,0.0,0.0,Positive
customer service respon email chat wa balesan bot doang abis bale telepon kali kali suara doang tolong gantung bot ai nasabah butuh responsif cepat solusi bilangin ama management layan,1,0.0,0.0,Negative
takut email kalo gabisa otp email kalo nomor hp ilang login gabisa hubung costumer service kocak tutup ajh aneh,1,0.0,0.0,Negative
sanggat bagus,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
jijik beli bintang fb bintang masuk saldo potong klik potong kali,1,0.0,0.0,Negative
mudah prose transaksi kirim uang,5,0.0,0.0,Positive
akun login masuk pin salah tolong,1,0.0,0.0,Negative
bantu bikin kasih bintang bayar iklan notifikasi muncul fungsi ubah tampil,1,0.0,0.0,Negative
pinjam kredivo cair akun blokir ngurusin belit belit,1,0.0,0.0,Negative
kecewa masak data pribadi ktp email pakai orang,1,0.0,0.0,Negative
kecewa pakai salah masukin pasword sidik jari pin password lupa password masuk besok login akun kunci minggu kece lihat sampe akun kunci komentar playstore uang 3jt alloh balikin donk biaya kuliah,1,0.0,0.0,Negative
gimana akun kunci email kembang gimana solusinyaa,1,0.0,0.0,Negative
tipu uang tahan transfer butuh jgn akun customer lapor sampe berhari2 ditanggepin mutu gais,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
fitur pinjam knp akses,5,0.0,0.0,Positive
digital rekomendasi bnget org bnr2 butuh dana darurat,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
kemaren kendala alhmdulillah baik2 layan cepat,5,0.0,0.0,Positive
masyaallah bagus tahan,5,0.0,0.0,Positive
kasih pinjam,1,0.0,0.0,Negative
bismillahirrahmanirrahim layan bantu dana usaha usaha lancar sukses tingkat layan konsisten,5,0.0,0.0,Positive
bantu atur dompet fitur pinjam,5,0.0,0.0,Positive
aman sedia fitur virtual account bayar,5,0.0,0.0,Positive
bagussss simpan uang,5,0.0,0.0,Positive
angin akun buka saldo,1,0.0,0.0,Negative
pokok,5,0.0,0.0,Positive
mantap responsif,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
percaya ribet sukses,5,0.0,0.0,Positive
update 18 nov 2025 muncul notif henti buka tolong update android,5,0.0,0.0,Positive
pinjam blum akun saputra fitur pinjam doang,1,0.0,0.0,Negative
admin transaksi njir kasih bintang full biar liat tutup buzzer,5,0.35,0.55,Positive
bayar internasional kali gagal bayar langgan telegram premium kali jalan coba langgan bayar gagal hubung layan langgan email solusi solusi bantu harap thank you,5,0.3499999999999999,0.6666666666666666,Positive
kecewa uang banking trus blokir,1,0.0,0.0,Negative
menu pinjam limit kalah belah brpa bln langsung limit,1,0.0,0.0,Negative
mudah koneksi bibit,5,0.0,0.0,Positive
verifikasi keluh email layan buruk kecewa pindah,1,0.0,0.0,Negative
tolol,1,0.0,0.0,Negative
error,3,0.0,0.0,Neutral
masuk,1,0.0,0.0,Negative
bagus user friendly,5,0.375,0.5,Positive
mudah,5,0.0,0.0,Positive
tingkat fitur2,5,0.0,0.0,Positive
tolong hp buka update,1,0.0,0.0,Negative
puas transaksi,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
buka rek lwt,4,0.0,0.0,Positive
ye dapet 25k,5,0.0,0.0,Positive
tolong sulit akun blokir cuman gara gara ngirim uang dolar taiwan buka akun,5,0.0,0.0,Positive
daftar susah banget,3,0.0,0.0,Neutral
burik kalo hilang nomer hp masuk akun susah mati sampe ikhlas jaring susah verifikasi wajah gagal,1,0.0,0.0,Negative
transaksi cepat qris lancar jaya rdn investasi saham aman,5,0.0,0.0,Positive
macet,3,0.0,0.0,Neutral
mantab bantu,5,0.0,0.0,Positive
mantap mudah erti,5,0.0,0.0,Positive
enak banget pakek,5,0.0,0.0,Positive
bantu terimaksih bagus,5,0.0,0.0,Positive
bayar va belanja shopee,2,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
sulit masuk akun baharu sandi aman verifikasi langkah hp rusak gi sistem layan kembang,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
call center payah email payah responsif hasil payah payah,1,-0.1,0.1,Negative
masya allah bagus kartu visa debit virtual fisik gratis visa debit universal belanja,5,0.0,0.0,Positive
update saldo,1,0.0,0.0,Negative
muas,5,0.0,0.0,Positive
percaya kembang teknologi informasi,5,0.0,0.0,Positive
kendala gajelas ambil uang lapor skrng tanggung telpon sibuk,1,0.0,0.0,Negative
layan buruk tangan makan minggu layanin nasabah respon lot banget profesional layan nasabah hapus play store sok sok an sampah kayak gin,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
aman mnjawab butuh,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
fitur pinjam muncul,5,0.0,0.0,Positive
mudah kasih bintang fitur pinjam tolak ojk bagus,5,0.0,0.0,Positive
paham masuk kode teman,1,0.0,0.0,Negative
bantu kelola uang,5,0.0,0.0,Positive
bagus muas,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
lumayan mantap,5,0.0,0.0,Positive
update force close,2,0.0,0.0,Negative
transaksi qris gagal saldo potong bayar kali aju dana sanggah transaksi refound,1,0.0,0.0,Negative
digital aman mudah,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
solusi,5,0.0,0.0,Positive
tolong fitur transfer tumpuk pakai masukin sandi pakai pakai pin pin sandi dll contoh mudah sandi lupa ribet kunci akun lambat kerja tolong benah update versi gara gara hilang akun isi lumayan,1,0.0,0.0,Negative
mantab,5,0.0,0.0,Positive
pakai jujur transfer beda banget free admin overall minus log banget lag jaring apknya tolong,5,0.2,0.35000000000000003,Positive
slow respon kembang kendala lapor bikin lapor lapor minggu,1,-0.30000000000000004,0.39999999999999997,Negative
knpa berat lag pdahal jringan bagus,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
mantapp,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
pokok nyesel buka,5,0.0,0.0,Positive
main potong saldo alas bijak kapok,1,0.16666666666666666,0.3333333333333333,Negative
mantappp,5,0.0,0.0,Positive
tolong bantu nunggu ganti nomor hubung kantor makan pulsa acc kantor tolong bantu prose cepat,2,0.0,0.0,Negative
bagus mudah percaya,5,0.0,0.0,Positive
investasi mudah,5,0.0,0.0,Positive
okeee,5,0.0,0.0,Positive
login akun nomer hp masuk otp susah solusi call hubung mohon solusi,5,0.0,0.0,Positive
masuk pin coba pakai password gimana system alloh gue niat nabung banget,1,0.0,0.0,Negative
rekomendasi smua transaksi,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
uang bagus gratis transfer,5,0.5,0.5,Positive
akun susah masuk pakai kode otp transaksi coba transaksi cantum gopay hubung salah itu2 selesai paksa unistal,1,0.0,0.0,Negative
bodoh,1,0.0,0.0,Negative
mantap poko,5,0.0,0.0,Positive
aneh buang susah2 daftar login akun hilang tulis email sandi salah dasar kocak,1,0.0,0.0,Negative
bagus banget baut nabung mudah erti,5,0.0,0.0,Positive
login pakai perangkat susah ampun vermuk kali kali gagal tolong,1,0.0,0.0,Negative
simple joss,5,0.0,0.35714285714285715,Positive
bagus,5,0.0,0.0,Positive
free admin transfer kayak seabank krom superbank,1,0.4,0.8,Negative
masuk pakai sidik jari pin password login hubung customer service ganti password ganti password tetep masuk gimana abang,2,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
qo aneh banget login qo,1,0.0,0.0,Negative
daftar email nomor daftar daftar coba nomor email gitu,1,0.0,0.0,Negative
alam digital syariah simpel mudah next coba deposito syariah,5,0.0,0.0,Positive
akun blokir enak gimna transaksi,3,0.0,0.0,Neutral
mantap,5,0.0,0.0,Positive
transaksi visa shopee uang potong masuk sistem shopee kontak responya,1,0.0,0.0,Negative
layan buruk email berbulan2 tanggap,1,0.0,0.0,Negative
mohon bantu korban tipu kirim email kali tolong respon rekomendasi rekan nasabah bintang,4,0.0,0.0,Positive
mantap,4,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
goood,5,0.0,0.0,Positive
bagus aman poko,5,0.0,0.0,Positive
cepat,5,0.0,0.0,Positive
cepat mudah,5,0.0,0.0,Positive
mantao,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
rewel login email password bener tetep motif password salah payah rekomended gaes,1,0.0,0.0,Negative
lumayan bagus ribet dipakenya,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
salut transaksi mudah bantu,5,0.0,0.0,Positive
mudah interface transaksi,5,0.0,0.0,Positive
bintang poko muas,5,0.0,0.0,Positive
manfaat,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bayar sulit,5,0.0,0.0,Positive
kalo bayar negeri saldo kena ribu kasih tau total rupiah biar kaya gin,1,0.0,0.75,Negative
mantap,5,0.0,0.0,Positive
mantep,5,0.0,0.0,Positive
suka,5,0.0,0.0,Positive
transfer uang banget ribu,1,0.0,0.0,Negative
ringan mudah gratis biaya,5,1.0,0.3,Positive
mantap,5,0.0,0.0,Positive
kasih bintang langsung alami coba masuk rekening bantu masuk rekening terima kasih,5,0.0,0.0,Positive
tolol,1,0.0,0.0,Negative
manfaat,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
kecewa kali masuk blokir mulu nomor sandi mohon sulit orang kecewa,1,0.0,0.0,Negative
halo bayar telegram premium beli kartu,1,0.0,0.0,Negative
tambahin fitur nabung emas jga,5,0.0,0.0,Positive
coba jenis transaksi,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
ganti password selfie layar hitam crash ganti password,1,0.0,0.0,Negative
mantap bonus,5,0.0,0.0,Positive
susah masuk login selesai video call admin kendala selesai,1,0.0,0.0,Negative
bayar lot force close buka kadang gabisa tolong,1,0.0,0.0,Negative
rekening pakai hp rusak nggk login suruh verifikasi dihp rusak susah untung saldo kosong,1,0.0,0.0,Negative
gimana ce akun blokir mulu,2,0.0,0.0,Negative
harap pinjam,5,0.0,0.0,Positive
hp restart pabrik download login si suruh ketuk perangkat sblm login perangkat sblm hp perintah ketuk coba suruh vermuk selesai vermuk eeh ajah payah kalah ovo bls koment robot suruh email telpon wkwkwkw,1,0.0,0.0,Negative
tantang,5,0.0,0.0,Positive
kecewa tangan telpon angkat prose gmail prose prose,1,0.0,0.0,Negative
gimana si masuk akun pdhl pasword pinya bener,1,0.0,0.0,Negative
baguss,5,0.0,0.0,Positive
ampas ngeleg banget,2,0.0,0.0,Negative
bantu,5,0.5,0.5,Positive
gg,5,0.0,0.0,Positive
terimaksih aaya puas keren,4,0.0,0.0,Positive
puas layan simpel,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bagus si aju pinjam,3,0.0,0.0,Neutral
admin login nomor hangus chat masuk akun,5,0.0,0.0,Positive
akun kunci tangan hubung adminnya tggu prose telpon solusi cepat tunggu 10,1,0.0,0.0,Negative
benerin abis login otp trus close masak otp sblmnya aman2 gin,1,0.0,0.0,Negative
bnk amanah,5,0.0,0.0,Positive
amanah maksih bnk,5,0.0,0.0,Positive
suka cm berat buka kantong,5,0.0,0.0,Positive
lancar handal cepat,5,0.0,0.0,Positive
mohon bantu knapa akun takut bibit muka langsung kluar menu login,5,0.0,0.0,Positive
keren banget kembang trs kualitas semangat 45,5,0.0,0.0,Positive
joss banget,5,0.0,0.0,Positive
masuk pin bener trus pasword ganti pasword gimana tolong bantu,3,0.0,0.0,Neutral
payment via qris transfer delay banget sampe malu bayar nipu,3,0.0,0.0,Neutral
transfer uang 16 november kirim prose saldo nominal sesuai transfer kirim email tanggap,1,0.0,0.0,Negative
tolong data hapus aju hapus data sangkut data salah lapor ojk,1,0.0,0.0,Negative
saran kartu atm tolong kirim,5,0.0,0.0,Positive
butuh solusi fitur ubah syariah kantong bareng orang akun beda jenis syariah minimal fitur biar kantong bareng beda kalo hapus akun regist ulang akun email,1,-0.1,0.6,Negative
transaksi puluh puluh juta fitur pinjam pilih kasih liat nasabah coba fitur pinjam,1,0.0,0.0,Negative
kasih bintang tolong aman data data dipakek orang pinjam tau apa2 tiba2 bi checking gara2 kredit jalan uang cair,4,0.0,0.0,Positive
mudah biaya transfer,5,0.0,0.0,Positive
kadang eror,3,0.0,0.0,Neutral
bagus invest nambah2 uang saku,5,0.0,0.0,Positive
mantul,5,0.0,0.0,Positive
bagus bangat applikasi mudah transaksi,5,0.0,0.0,Positive
banget,5,0.7,0.6000000000000001,Positive
tolong layan data akun akun kunci tindak lambat janji tunggu progres,2,0.0,0.0,Negative
butuh fitur auto logout aktif ganggu banget perangkat login kali kali login verifikasi video call,1,0.0,0.0,Negative
ubah nomor hp nomor hp pakai hilang kasih bintang solusi kasih,2,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
jos,5,0.0,0.0,Positive
mantap mudah atur uang,5,0.0,0.0,Positive
puas layan mantap pokok layan tiket,5,0.0,0.0,Positive
sumpah layan csnya gercep ngasih arah keluh cepet tangan,5,0.0,0.0,Positive
ganti login pakai sandi rubah tetep ulang kali coba selang 1x 24 jam tetep aneh mohon laku kece sistem percaya mohon kecewa,1,0.0,0.0,Negative
cashback,5,0.0,0.0,Positive
bagus,4,0.0,0.0,Positive
cepat aman,5,0.0,0.0,Positive
hebat karya anak bangsa hadiah 25 000 lumayan jajan dapet transaksi aman cepat kartu kirim cepat sesuai alamat mantap sukses,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
nge lag,1,0.0,0.0,Negative
fiturnya login email masukin email kode whatsapp logika masuk akal efisien,1,0.0,0.0,Negative
kirim kartu banget gitu lokasi kurir dianterin kabar payah kurir,5,0.0,0.0,Positive
senang,5,0.0,0.0,Positive
nonaktif fitur paksa aktif,1,0.0,0.0,Negative
login suruh respon sampek login tolong ojk uang akun login kecewa kecewa,1,0.0,0.0,Negative
coment si point online helpful free admin transaction simpel nemuin sulit jalan lancar nemuin coba contact developer,5,0.4,0.8,Positive
rekomen duit nyangkut 700 rb lupa pin bantu 10 pemberitahuan apah bilang prose trs bilang prose taii 10 hri tunggu pemberitahuan apah telpon kali tetep mohon tunggu sampe monyet nunggu balikin sekaliii,1,0.0,0.0,Negative
transaksi ribet,5,0.0,0.0,Positive
mudah bantu transaksi,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
beneran mantap,5,0.0,0.0,Positive
bagus banget,5,0.0,0.0,Positive
transaksi nyangkut gagal prose dana sangat2 sulit ber hari2 suruh nunggu kapok ngeri transaksi nunggu dana fix uninstall,1,0.0,0.0,Negative
kartu atm,2,0.0,0.0,Negative
keren,5,0.0,0.0,Positive
error buka apknya,1,0.0,0.0,Negative
bantu hemat,5,0.0,0.0,Positive
pinjam cair,5,0.0,0.0,Positive
mudah simpel,5,0.0,0.0,Positive
download ntar saldo ilang,1,0.0,0.0,Negative
puas simpel,5,0.0,0.0,Positive
alam kali instal gagal masuk pin tinggal verifikaai proses ribet respon jalan selamat nikmat kawan,1,0.0,0.0,Negative
sukaaaa bebas potong kantong atur sesuai butuh nabung pilih syariah tolong capek update teruss okeeee,5,0.0,0.0,Positive
aman percaya,5,0.0,0.0,Positive
mudah,4,0.0,0.0,Positive
beneran xixixi,5,0.0,0.0,Positive
layan ribet ganti susah ampun,1,0.0,0.0,Negative
bagus manfaat,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
smoga lancar2 urus,5,0.0,0.0,Positive
bantu,4,0.0,0.0,Positive
knp bintang,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bantu cuman setor ribet stor indomaret alfamart cuman gratis 2x mohon setor gratis gratis,5,0.0,0.0,Positive
salah rekomendasi lancar jaya macam2 bayar,5,0.0,0.0,Positive
ganti nomor minggu sampe telepon 3x tangan lelet cepet kaya kendala aman akun komplain via email tutup permanen rekening dormant 12 nasabah daftar ktp nomor beda email beda otomatis,1,0.0,0.0,Negative
semenjak update admin 2500 anj,1,0.0,0.0,Negative
diupdate tetep ngebug bikin kesel ae,1,0.0,0.0,Negative
bagus bonusny,5,0.0,0.0,Positive
aman ketat banget malam akun nunggu verifikasi besok masuk masuk sidik jari pin password salah maksud coba rekening kayak nunggu acc,1,0.0,0.0,Negative
beli token listrik uang bayar token jam tunggu,1,0.0,0.0,Negative
aman percaya kota smua,5,0.0,0.0,Positive
tabung gampang,5,0.0,0.0,Positive
kasih qr euy nge akun qr akun,5,0.0,0.0,Positive
skrng kalo log mulu password salah bener,2,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
kali gratis transfer wallet jga rekomen banget poko mudah transaksi,5,0.0,0.0,Positive
suka error ujung ujung suruh hapus instal ulang,1,0.0,0.0,Negative
registrasi mudah aktivasi rekening 1x24 jam,3,0.0,0.0,Neutral
bagus,5,0.0,0.0,Positive
ngajuin pinjam chek tagih juta,1,0.0,0.0,Negative
keren si jujur liat orang keluh tolong biar minn toup dana gagal mulu,5,0.0,0.0,Positive
puas kerja,5,0.0,0.0,Positive
mudah aman promo dukung,4,0.0,0.0,Positive
mudah praktis banking cocok,5,0.0,0.0,Positive
bagus tolong kembang,4,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
akun langsung blokir permanen,1,0.0,0.0,Negative
mudah paham mudah pakai batu,5,0.0,0.0,Positive
daftar pinjam aman buruk,1,0.0,0.0,Negative
bantu mudah cepat tanggap aktifasi pinjam limit sedia kasih limit pakai limit sedia sedia limit pinjam,5,0.0,0.0,Positive
terima kasih,5,0.0,0.0,Positive
sangatt recomended beda nyambung,5,0.0,0.0,Positive
mantep si amanah,5,0.0,0.0,Positive
saldo masuk hasil transfer,1,0.0,0.0,Negative
login gagal mulu,1,0.0,0.0,Negative
terima kasih mudah transaksi dlm jual beli bantu,5,0.0,0.0,Positive
sungguh bah teman teman percaya sangat2 bantu tabung saran download la end la,5,1.0,0.3,Positive
verifikasi wajah lalau gagal,1,0.0,0.0,Negative
gimana verifikasi wajah ulang ulang trs verifikasi wajah hasil masukin password trs suruh verifikasi wajah gitu gitu trs,2,0.0,0.0,Negative
buset aneh banget make stockbit doang password ganti tetep masuk,1,0.0,0.0,Negative
saldo,5,0.0,0.0,Positive
coba daftar tahap vc ektp login,5,0.0,0.0,Positive
mudah akses transaksi,5,0.0,0.0,Positive
lengkap data download nyesel,1,0.0,0.0,Negative
pokok mantap,5,0.0,0.0,Positive
sukses promo,5,0.0,0.0,Positive
pokok manatap,5,0.0,0.0,Positive
pin bener login,1,0.0,0.0,Negative
transaksi lancar terima kasih,5,0.0,0.0,Positive
gimana macet mohon,1,0.0,0.0,Negative
