userName,score,at,content
Pengguna Google,5,2024-10-21 09:44:42,"Tolong dong. Kasih angka ""0"" tiga angka terpisah pada keyboard saat masukin nilai transfer dll. Saya rasa lebih efisien dalam penggunaan. Untuk fitur lain sudah oke. Terima kasih."
Pengguna Google,5,2024-10-21 09:08:38,"Alasan utama pake bank ini sih karena saya pake apk Bibit, karena privellege nya cukup berguna sebab berkolaborasi dengan Bank Jago. Cukup nyaman juga pake bank ini sebagai transaksi sehari-hari, yang saya suka adalah fitur Kantong/Pocket yang benar usefull bagi saya buat budgeting dan uniknya masing-masing memiliki nomor rekening sendiri. Dan untuk ""Analisis Pengeluaran"" kurasa perlu di perbarui lagi (bila perlu bisa di edit sendiri)"
Pengguna Google,5,2024-10-21 08:56:39,"Aplikasinya user mudah, fiturnya begitu banyak, transaksi lebih cepat ..."
Pengguna Google,5,2024-10-21 05:40:57,"Ngatur uang nya sih oke, tapi kalau udh transfer antar bank/qris, ga dulu deh. Lelet bgt"
Pengguna Google,5,2024-10-21 01:34:23,Puas
Pengguna Google,5,2024-10-21 01:21:33,"Senang dengan bank jago, dengan ekosistemnya seperti gopay, tokped, bibit, stockbit, ngebantu banget untuk penggunaan pembayaran sehari2, dan juga fitur2nya bagus seperti kantong jago yg ngebantuk buat alokasikan dana biar gk boros, gratis tf dan tarik dengan nominal yg kecil. Terima ksh buat Bank Jago telah membantu atur keuanganku sesuai mauku, semoga kedepannya bisa lebih baik, pelayanan nya jg baik dan jadi Bank Digital No #1 di Indonesia."
Pengguna Google,5,2024-10-20 15:43:15,"Terimakasih untuk penyelesaian masalah saya, walaupun agak terlambat saya bersyukur akun saya bisa di buka kembali, terimakasih sekali lagi buat costumer servicenya"
Pengguna Google,1,2024-10-20 14:21:49,"Semoga ada opsi untuk mengembalikan akun bank jago syariah saya ke akun Bank Jago konvensional, semoga kedepan akan ada update terkait ftur tersebut..."
Pengguna Google,5,2024-10-20 12:08:29,"Jago memang ok,segalanya pasti beres dengan menggunakan Jago.👍👍"
Pengguna Google,1,2024-10-20 11:56:05,Lama lama transfer gratis semakin banyak syarat. Berkurang gratis nya dan nasabah sudah mulai tidak betah. Seperti BANK JENIUS program BANK JAGO ini. *MASUKAN : JAGAN HILANGKAN TRANSFER GRATIS. INI ADALAH FASILITAS KARNA BANK JAGO GA PUNYA ATM & TERBATAS NYA BERBAGAI MACAM PEMBAYARAN YANG MASIH SEDIKIT * MENGURANGI FASILITAS INI = MENGURANGI NASABAH. MENGHILANGKAN FASILITAS INI = MENGHILANGKAN NASABAH. OKE.
Pengguna Google,5,2024-10-20 11:44:54,Lumayan
Pengguna Google,5,2024-10-20 09:27:18,terima kasih
Pengguna Google,5,2024-10-20 09:11:33,apl keren sangat membantu n tidak ribet
Pengguna Google,5,2024-10-20 09:02:17,Ok
Pengguna Google,2,2024-10-20 07:50:19,"Tolonglah pak. Masa saya nlpon cs jago, harus kirim lewat email, pas saya kirim status dalam antrean teruss. Ada 20 pesan email saya ke bank jago status dalam antrean, gmna solusinya."
Pengguna Google,1,2024-10-20 07:43:19,"gak guna jelek, apk aneh masak no wa lama ga bisa ganti, jadi no wa baru , jadi nya ga bisa ogin di akun lama !! buat aku baru ktp baru !!! apk ga jelas"
Pengguna Google,5,2024-10-20 06:59:01,👍🏻
Pengguna Google,5,2024-10-20 04:24:19,Tolong nanti update agar bisa kembali ke bank konvensional dikarenakan saya tidak tau jika sudah memilih syariah gak bisa balik lagi😅
Pengguna Google,5,2024-10-20 04:23:41,"Makasih bank jagoo, saldo dana gratis nya"
Pengguna Google,1,2024-10-20 03:42:07,"Mau ngajuin pergantian no hp karena nomor yg terkait sudah mati susahnya minta ampun, padahal NIK & pertanyaan keamanan betul semua. Kalo ada kantor cabang atau CS ku samperin langsung."
Pengguna Google,5,2024-10-19 22:53:51,"Aplikasinya bagus, fiturnya mudah d mengerti 👍👍"
Pengguna Google,5,2024-10-19 18:34:58,Mudah dan praktis.
Pengguna Google,5,2024-10-19 17:46:01,mantap aplikasi perbankan yg simple
Pengguna Google,5,2024-10-19 17:43:43,Sangat bermanfaat
Pengguna Google,5,2024-10-19 12:50:14,Ayoo..gas para jagoan..segala transaksi bisa di bank jago ....
Pengguna Google,1,2024-10-19 12:28:02,"Gillaaa ribet mau masuk susah, harus verifikasi nomor hp padahal nomor ilang. Ganti nomor gak bisa"
Pengguna Google,5,2024-10-19 12:25:03,aplikasi bagus kartu debit fisik maupun non fisik sangat tidak ribet 🙏
Pengguna Google,5,2024-10-19 11:44:07,terimakasih sudah memperlengkap surpey untuk saya ikuti. untuk bos kita dari platform bank jago salam sejahtera salam sukses salam kenal dari saya
Pengguna Google,5,2024-10-19 11:25:47,mudah dan simple
Pengguna Google,4,2024-10-19 07:07:21,sangat membantu
Pengguna Google,5,2024-10-19 06:50:58,Sangat membantu dalam mengatur keuangan dan memudahkan dalam menabung jangka panjang
Pengguna Google,5,2024-10-19 06:43:07,So far puas menjadi jagoan 👍👍
Pengguna Google,5,2024-10-19 05:53:00,Ojng
Pengguna Google,1,2024-10-19 04:42:02,Akun saya udh seminggu belum dibuka buka dan respon cs nya aduhai lelet nya sama nggak ada kelanjutan untuk membuka akun saya
Pengguna Google,5,2024-10-19 03:04:12,Kapan bank jago memberikan pelayanan pinjaman bagi nasabah
Pengguna Google,5,2024-10-19 00:13:31,Puass
Pengguna Google,5,2024-10-18 20:13:05,Ampun bg jago
Pengguna Google,5,2024-10-18 17:27:19,Saya kagum dari fitur nya lengkap dan gen z banget engga pake ribet semoga terus berkembang
Pengguna Google,5,2024-10-18 17:06:26,Jago pinjam... Not bad
Pengguna Google,5,2024-10-18 15:24:05,Aplikasinya Sangat membantu dan sangat memuaskan
Pengguna Google,5,2024-10-18 14:51:36,ok
Pengguna Google,5,2024-10-18 14:49:24,"Jago emang keren,pertama pakai aku langsung jatuh cinta..mantap emang jago❤️❤️"
Pengguna Google,5,2024-10-18 14:47:35,Top BGT
Pengguna Google,1,2024-10-18 14:13:06,"Beli kouta yg 35 gb, cm dapat 15 gb. Transfer gagal pun kena biaya2 sampe 10rb"
Pengguna Google,1,2024-10-18 13:13:34,Aplikasi terburuk tidak bisa login...unistaaaalll
Pengguna Google,5,2024-10-18 10:57:00,"Jago emang keren, trnsfer ke semua bank bebas biaya admin"
Pengguna Google,1,2024-10-18 10:32:03,"Gila ga aman banget jago,hati hati aja buat kalian yang bikin debit di jago,masa saya gapernah nyetak dan gabisa di pake tiba tiba ada notifikasi pembayaran 5jt."
Pengguna Google,5,2024-10-18 10:19:39,Mantap sih
Pengguna Google,5,2024-10-18 10:10:34,Mantap sudah hampir 1 tahun menggunakan aplikasi bank digital tidak memiliki kendala apapun 😊
Pengguna Google,5,2024-10-18 09:36:32,"semakin keren bank jago, semoga makin berkah jago syariah"
Pengguna Google,5,2024-10-18 09:12:02,"Layanan bagus, simple dan akurat"
Pengguna Google,5,2024-10-18 09:04:02,Secara umum sehh..keren seh..
Pengguna Google,5,2024-10-18 08:58:40,Kantornya belum ada di sini
Pengguna Google,5,2024-10-18 08:53:56,Mantap
Pengguna Google,1,2024-10-18 08:12:04,Ribet cuma ganti nomer hp doang juga
Pengguna Google,5,2024-10-18 07:47:49,sangat bagus
Pengguna Google,5,2024-10-18 04:20:45,Mantap pokoknya
Pengguna Google,1,2024-10-18 04:17:49,"PELAYANAN SANGAT JELEK,PENIPU,DANA SUDAH DI TF TAPI DANA BELUM SAMPAI KE PENERIMA👎👎👎"
Pengguna Google,5,2024-10-18 03:20:40,Aplikasi yang sangat membantu sekali
Pengguna Google,1,2024-10-18 03:17:35,Hubungan kontak
Pengguna Google,5,2024-10-18 03:05:01,Transaksi disini bisa dapat uang loh
Pengguna Google,5,2024-10-18 03:01:42,Semoga selalu berkualitas. Terpercaya amanah ke depan nya
Pengguna Google,2,2024-10-18 02:04:57,sayan ga bisa masuk ... dalam pemeliharaan terus udah 2harii
Pengguna Google,5,2024-10-18 01:00:14,selama.pake jago enak bangt featur* nya .. transaksi juga lancar bangt
Pengguna Google,5,2024-10-18 00:27:24,Rekomen pokonya
Pengguna Google,5,2024-10-18 00:26:55,Bagus
Pengguna Google,5,2024-10-17 23:42:05,Bank jago mantap penguna baru dpt saldo gratis 25 rbu
Pengguna Google,5,2024-10-17 23:32:20,"Buktikan sendiri , segera instal aplikasinya , gunakan aplikasinya , bibtang lima bos 👌"
Pengguna Google,4,2024-10-17 20:55:08,Sangat membantu dan mudah membuat rek sendiri
Pengguna Google,5,2024-10-17 18:40:52,Mantap bener ni app nya
Pengguna Google,1,2024-10-17 17:56:17,sistem gangguan tolong segera perbaiki
Pengguna Google,1,2024-10-17 17:45:58,Sulit daftarnya gagal terus
Pengguna Google,5,2024-10-17 15:45:28,Mantap
Pengguna Google,1,2024-10-17 13:49:38,"Sumpahhh, aplikasi bank paling ribettt. Minta ini itu gak dijelasin apa aja yang kurangnya, disuruh ngulang ngulang. Harusnya kasih detail kalau emang ada data yang kurang. Sumpah ribet banget perasaan pake bank lain gak seribet ini."
Pengguna Google,4,2024-10-17 12:45:26,lumayan mudah dipakai
Pengguna Google,5,2024-10-17 12:40:58,Bangus
Pengguna Google,5,2024-10-17 12:29:51,Good
Pengguna Google,5,2024-10-17 12:16:03,keren jago
Pengguna Google,5,2024-10-17 12:14:08,cepat transaksinya
Pengguna Google,1,2024-10-17 11:57:51,Ganti email tapi ga bisa update soal nya lupa email nya
Pengguna Google,5,2024-10-17 11:09:55,Memudahkan untuk transaksi
Pengguna Google,5,2024-10-17 10:59:27,memang top
Pengguna Google,5,2024-10-17 10:38:34,Pelayanan memuaskan
Pengguna Google,5,2024-10-17 10:34:56,Bank jago memang mantap..///
Pengguna Google,5,2024-10-17 10:15:38,Aplikasi nya mudah digunakan
Pengguna Google,5,2024-10-17 10:11:18,Banyak keuntungan yang didapat disini. Ayo rekan - rekan segera gabung dan daftar aplikasi Jago👍👍👍
Pengguna Google,5,2024-10-17 10:11:16,membantu banget. urusan transaksi pembayaran.
Pengguna Google,5,2024-10-17 09:21:35,Akses mudah dan sangat nyaman fiturnya
Pengguna Google,5,2024-10-17 09:16:46,Sangat bagus
Pengguna Google,5,2024-10-17 08:39:23,sangat bagus
Pengguna Google,5,2024-10-17 07:18:41,"sejauh ini bagus, cepet clean and neat cuma bagian QR nya aja aga di benerin soalnya agak delay tiap scan terimakasih, overall bagus tf gratis, tarik gratis enak lah kartu debit nya juga free"
Pengguna Google,1,2024-10-17 07:11:19,Ni bang jago hoak .di aplikasi iklan pinjam .trnyata mencurindata doang
Pengguna Google,1,2024-10-17 06:33:28,Belum sempat konfirmasi pembayaran tapi udah kadaluarsa duluan
Pengguna Google,5,2024-10-17 06:18:07,Sangat membantu
Pengguna Google,5,2024-10-17 06:09:31,GOOD APPS 2024 OCTOBER
Pengguna Google,1,2024-10-17 05:44:32,"Ngeselin yaa sekarang. Mulai spam promo di push notifikasi. Padahal di setting dalam aplikasi nya udh di matiin notifikasi info terbaru nya. Mau matiin notifikasi lewat sistem android sekarang jenis notifikasi nya udh gk di pisah, semuanya di gabung. Sekalinya matiin notifikasi, semua notifikasi penting tentang transaksi juga mati. Licik yaa developer nya"
Pengguna Google,3,2024-10-17 05:23:16,Gk bisa login padahal baru ubah password
Pengguna Google,1,2024-10-17 04:53:45,"Tidak bisa pindah dari syariah ke yang biasa karena promo di syariah lebih sedikit, Selalu di persulit. Saran saya langsung yang biasa aja jangan yang syariah."
Pengguna Google,4,2024-10-17 04:52:24,sejauh ini performa pengunaan jago sangat bagus. tidak ada kendala sama sekali sangat bermanfaat. namun mode dark / malam. tidak ada jadi untuk design app nya kurang bisa dikustomisasi.
Pengguna Google,1,2024-10-17 04:38:02,bank ngga jelass login ajaa susah
Pengguna Google,5,2024-10-17 02:51:51,dapat banyak cashback ngga rugi jadi nasabah bank jago
Pengguna Google,5,2024-10-17 02:07:02,Banyak gratisnya
Pengguna Google,5,2024-10-17 00:37:40,Bagus
Pengguna Google,5,2024-10-17 00:30:36,Okey jago. .
Pengguna Google,1,2024-10-16 23:51:24,"Becanda nya jelek,yang vc juga jelek"
Pengguna Google,5,2024-10-16 23:20:33,Mantap
Pengguna Google,1,2024-10-16 22:08:27,Hati2 pake bank ini...Krn kalo smpe kalian lupa password atau ganti hp...maka kalian gak bisa login di hp lain...walaupun udah kasih yg di minta apk ini berupa KTP dan lain2 buat konfirmasi beneran akun kita....aku korban hari ini tgl 17 Oktober 2024...perhatian!! Jgn prnah simpan uang di apk ini...
Pengguna Google,5,2024-10-16 21:58:54,Memudahkan transaksi di bibit
Pengguna Google,5,2024-10-16 21:45:04,Bank jago emang sesuai namanya😇🔥🔥🔥🔥🔥🥰😘
Pengguna Google,5,2024-10-16 21:38:03,Bagus dan simpel
Pengguna Google,5,2024-10-16 18:59:54,Aplikasi perbankan favorit
Pengguna Google,5,2024-10-16 18:32:28,Ok
Pengguna Google,5,2024-10-16 17:56:49,Sangat rekomendasi untuk aplikasi Banyak fitur dan akses pembayaran apa saja di aplikasi ini
Pengguna Google,4,2024-10-16 16:53:54,kuota gratis transfer sedikit bgtt
Pengguna Google,5,2024-10-16 16:28:13,Bagus sekali semua terimegrasi
Pengguna Google,1,2024-10-16 14:54:54,Bisa setor tunai di atm ga kak
Pengguna Google,5,2024-10-16 14:31:44,Bang Jago Emnag Bagus Trankaaksi enak ancar
Pengguna Google,5,2024-10-16 13:59:34,Saya sangat senang menggunakan apk jago
Pengguna Google,5,2024-10-16 13:25:57,Sangat membantu sekali aplikasi ini
Pengguna Google,1,2024-10-16 11:13:44,"Parah nih, masa mau bayar lewat qris gagal mulu. Padahal pake yg app lain lancar semua"
Pengguna Google,5,2024-10-16 10:43:22,SANGAT MEMBANTU
Pengguna Google,5,2024-10-16 10:31:13,emang mantap nihh bank
Pengguna Google,1,2024-10-16 10:19:57,Pihak bank jago kayak nggak ada tanggung jawabnya.. Akun saya nggak bisa login tapi nggak ada bantuan sama sekali.. Padahal ada saldo saya yang tersimpan.. Sangat mengecewakan.. Tidak ada tanggung jawab kepada customer nya
Pengguna Google,1,2024-10-16 10:13:49,Tolong kepada pihak jago kenapa akun saya ini tidak bisa masuk karena kemarin keponakan saya memasukkan pin nya salah terus mohon di perbaiki akun saya
Pengguna Google,5,2024-10-16 08:11:38,Waw bagus baru pake aplikasi bank jago barusan saya dapat bonus 25000
Pengguna Google,5,2024-10-16 07:57:33,Umur 17 tahun sudah bisa Kyc bank jago kah ?
Pengguna Google,5,2024-10-16 07:52:50,Mantap
Pengguna Google,5,2024-10-16 07:04:58,Sangat di rekomendasikan bagus sekali transaksi dengan bank jago sangat menyenangkan
Pengguna Google,3,2024-10-16 06:54:41,Sangat mengecewakan saya tidak salah kok keluar sendiri akun saya . Parah nya lagi dari smlm gak bisa login . Tolong pihak bank jago segera perbaiki akun saya
Pengguna Google,4,2024-10-16 06:25:23,"Untuk sekarang cukup oke, dengan adanya fitur manfaat akun untuk jago syariah. Terus tingkatkan"
Pengguna Google,1,2024-10-16 06:06:04,cs sulit dihubungi
Pengguna Google,1,2024-10-16 05:51:36,Aplikasi yg tidak memperdulikan penggunanya sendiri. Sy mau minta bantuan ke customer service nya tapi gak di respon sama sekali
Pengguna Google,5,2024-10-16 05:50:43,"Sangat dimudahkan,"
Pengguna Google,5,2024-10-16 05:31:10,Sangat bagus sekali
Pengguna Google,5,2024-10-16 05:28:31,Bagus
Pengguna Google,2,2024-10-16 05:23:48,Ini kapan pemeliharaan sistem selesai gak bisa buka aplikasinya
Pengguna Google,4,2024-10-16 05:22:20,"kak, ini under maintenancenya sampai kapan?"
Pengguna Google,1,2024-10-16 05:09:04,Apk sampah 🤦 daftar aja dibuat ribet pakai segala selfie segala pakai video call bintang yang berbicara 😠
Pengguna Google,2,2024-10-16 05:08:45,Kenapa saya gak bisa ditransfer hari ini.. Tiba2 akun jd log out... Trs ada tulisan sistem sedang perbaikan.. Kenapatdk ada notif pemberitahuan?? Saldo jd nyangkut..
Pengguna Google,1,2024-10-16 05:02:49,Gimana sih kok ada log in ke akun sendri
Pengguna Google,5,2024-10-16 04:59:50,Oke
Pengguna Google,1,2024-10-16 04:52:36,"Lambat, berat parah aplikasinya Aplikasi ANEH, top up gopay gabisa nambah saldonya, malah otomatis ditranfer gopay tabungan by JAGO... Mana lagi maintenance... Gabisa aktivitas samasekali, HOW POOR THIS APPS"
Pengguna Google,1,2024-10-16 04:41:08,aplikasi nya buruk ... saya mau transfer transaksi saya gagal Mulu padahal masih ada saldo nya 100k tapi transfer ke gopay kenapa tidak bisa ? dan saya sudah coba ke dana dan seabank dan shoppe pay juga tidak bisa dan saya mencoba login ulang malah otp nya ga muncul muncul.
Pengguna Google,2,2024-10-16 04:39:14,"makin kesini makin ga jelas, keseringan gagal mindahin dana dari kantong nabung ke kantong utama"
Pengguna Google,1,2024-10-16 04:34:36,"Setepah update jadi lemot bgt, transfer ga kelar2"
Pengguna Google,5,2024-10-16 04:34:05,Bank jago terbaik aman buat menabung
Pengguna Google,1,2024-10-16 04:23:30,"susah login info nya ada perangkat lain yang pakai akun saya (nyatanya tidak) coba login pakai metode lain, mulai input NIK sampai Jumlah nominal terakhir transaksi masih tidak bisa login."
Pengguna Google,1,2024-10-16 04:12:54,"kirain transfer ke bank lain ga pake syarat ternyata tergantung level nya kalo level 1 cuman bisa tf 3x, dan itu pun min. punya saldo 500k buat naik lvl nya. gajadi pake deh pindah ke sea bank lagi meskipun tf gratis nya ga banyak tapi gada pake syarat"" lumayan buat sebulan juga. :)"
Pengguna Google,5,2024-10-16 01:29:53,Sejauh ini bagus si love
Pengguna Google,5,2024-10-16 01:10:13,sangat bagus sekali
Pengguna Google,5,2024-10-16 00:50:03,Fitur kantong uang sangat membantu
Pengguna Google,5,2024-10-16 00:29:41,enak banyak kantongnya
Pengguna Google,1,2024-10-16 00:28:18,mau buka rekening ribet ditanya ini itu.buka bank digital seabank ga seribet ini
Pengguna Google,5,2024-10-15 22:59:37,Mantaapp
Pengguna Google,2,2024-10-15 21:00:16,Pertanyaan keamanan nya sangat membingungkan. kenapa tidak pakai tanya tentang keamanan kepada si pemakai. Contohnya kapan ulang tahun nya atau siapa nama orang tua nya.
Pengguna Google,1,2024-10-15 18:10:27,Tidak bisa login di perangkat lain bila nomor HP hilang
Pengguna Google,2,2024-10-15 18:07:31,"Transaksi yang praktis,. tapi masih blm mengerti bagi hasil pengembangan saldo di tabungan & dompet nyaa."
Pengguna Google,1,2024-10-15 16:40:43,Kalau transaksi gagal tetap dapat potongan ya 5rb?????
Pengguna Google,5,2024-10-15 16:26:04,jago mntul pkok nya byak pitur bonus daro top up digital lainya ke amanan juga terjamin 100 prsen pngiriman cpat kilat
Pengguna Google,5,2024-10-15 15:57:09,Sangat baik sangat bgus tf gratis lgi the best deh
Pengguna Google,5,2024-10-15 14:29:19,"Bank Jago Memang Bagus sekali,digunakannya Lancar.Multifungsi utk segala apapun bisa berTransfer ke LinkAja,Gopay,Dana,Shoope,Ovo,All Bank (Gratis). Apalagi dapat bonus dlm bentuk uang jika ada Promo."
Pengguna Google,3,2024-10-15 14:12:28,Apakah aman untuk menyimpan uang jangka lama
Pengguna Google,5,2024-10-15 13:26:46,Samgat baik
Pengguna Google,5,2024-10-15 12:59:31,Bank jago yng sangat membantu
Pengguna Google,3,2024-10-15 12:20:43,"Sering terjadi error ketika payment grabfood. Gw heran kenapa ini sering kejadian. Kek kartu cuma mainan 🤦‍♂️, tolong perbaikin lagi soal payment di aplikasi rekanan yg lain. Lagi laaper malah dipersulit"
Pengguna Google,1,2024-10-15 08:39:44,akun diban...lapor cs g di balas...duit kayak di tilap rasanya...
Pengguna Google,5,2024-10-15 07:32:48,Bank jago paling mudah
Pengguna Google,5,2024-10-15 06:58:25,Thanks jagoan. Love u
Pengguna Google,3,2024-10-15 04:45:11,Ok tiga dulu
Pengguna Google,5,2024-10-15 04:37:52,Bagus cepat cair
Pengguna Google,1,2024-10-15 04:15:30,"Mau login susah amat, udh setahun ga dibuka suruh cek perangkat lama, mna ada pertanyaan ribet, padahal cukup verifikasi muka aja sih"
Pengguna Google,1,2024-10-15 03:20:59,Jelek bgtz aplikasi ini ngebug Mulu
Pengguna Google,5,2024-10-15 00:53:57,Sangat memuaskan😇😇
Pengguna Google,5,2024-10-15 00:06:32,Good apps
Pengguna Google,5,2024-10-14 23:11:46,good apk
Pengguna Google,5,2024-10-14 18:42:18,"Sejauh ini aman, semoga seterusnya aman juga, oh iya saran aja buat mitra sama indomaret biar kalo belanja bisa pembayaran qris jago atau debit jago hehe"
Pengguna Google,5,2024-10-14 17:32:44,👍👍
Pengguna Google,5,2024-10-14 16:41:47,mantap modern praktis cepat dan insyaallah amanah
Pengguna Google,5,2024-10-14 16:12:50,Mantep betul bang jago banya hadiah ny
Pengguna Google,1,2024-10-14 15:31:05,akun ngedadak terblokir
Pengguna Google,5,2024-10-14 15:09:43,Terimakasih jago Sangat mudah untuk mengisi data2 nya dan constamer ya jg ramah Langsung saya kasih bintang 5 👍👍👍
Pengguna Google,5,2024-10-14 13:57:44,sering sering yaa min bonus nya hehehe
Pengguna Google,1,2024-10-14 13:43:00,ini udah registrasi masih error juga.
Pengguna Google,5,2024-10-14 13:25:34,menu transaksi mudah
Pengguna Google,1,2024-10-14 12:28:31,Ini aplikasi buruk sangat buruk kenapa tiba tiba akun saya terkunci dan terblokir
Pengguna Google,4,2024-10-14 12:27:42,selama ini tidak ada kendala and lancar selalu good 👍
Pengguna Google,5,2024-10-14 12:26:23,Mantap dan terbukti
Pengguna Google,5,2024-10-14 11:58:24,Aplilasinya bagus deh
Pengguna Google,2,2024-10-14 11:30:11,Kenapa akun saya sangat sulit untuk di login Menggunakan nomor handphone salah menggunkan email juga salah Padahal kata sandi ny sudah benar semua
Pengguna Google,5,2024-10-14 09:29:14,Apk yang sangat baik
Pengguna Google,1,2024-10-14 08:36:58,Sangat buruk sekali. Ketika saya ingin membuka blokiran rekening sangat rumit sekali. Padahal data pribadi kita sendiri😂😂😂
Pengguna Google,5,2024-10-14 08:07:25,BAGUS
Pengguna Google,1,2024-10-14 07:32:14,Pelayanan yang sangat buruk
Pengguna Google,5,2024-10-14 07:31:45,mantap
Pengguna Google,5,2024-10-14 05:26:06,Jago tetap yang terbaik 🔥
Pengguna Google,5,2024-10-14 04:50:34,God Job
Pengguna Google,5,2024-10-14 03:44:08,Jago sangat membantu dalam hal apapun
Pengguna Google,5,2024-10-14 03:29:47,"Lebih mudah transaksi pakai jago, transfer dan topup kemanapun tidak ada biaya admin. Thankyou Jago"
Pengguna Google,1,2024-10-14 03:16:06,"Login jadi sangat sulit, gak ada notifikasi muncul"
Pengguna Google,5,2024-10-14 01:51:43,"transfer gratis sangat bagus, hanya saja saya tidak tahu cara membuat kartu fisik dimana"
Pengguna Google,1,2024-10-14 01:46:43,Sangat bagus
Pengguna Google,5,2024-10-14 01:41:24,Baik dan bagus banget....
Pengguna Google,1,2024-10-14 00:28:00,SAMPAH
Pengguna Google,5,2024-10-13 23:46:01,Fiturnya keren keren bisa buat banyak kantong untuk management keuangan dan bisa terhubung langsung ke bibit jadi berinvestasi tanpa ribet dan tidak ada biaya admin✨
Pengguna Google,5,2024-10-13 22:31:51,"Aplikasi nya bagus, bisa buat kantong yg banyak, memudahkan untuk bayar dan nabung"
Pengguna Google,5,2024-10-13 22:02:42,Saya sangat menyukai bank jago
Pengguna Google,4,2024-10-13 20:44:03,Bagus cumaan diperpaanjang tanggal validasi banknya
Pengguna Google,1,2024-10-13 19:47:57,Jago gk jelas nomer sya lama jls uda gk aktif hilang gliran mau ubah nomer baru uda telfun juga tunjukan bukti megang ktp lwt vdio call pdhl udahan tunjukan hukti sya pemilik akaun eh malah masih ruwet sruh buaat surat kettrangan bermaterai juga lucu nya .woee sekelas seabank yg uda terkenal aja gk ribet kek lu dodol2 sistem lu buruk sekali tak layak pakai persulit nasabah aja lu
Pengguna Google,5,2024-10-13 19:24:58,"Ini bank artos atau bang jago sih,serius nanya"
Pengguna Google,5,2024-10-13 19:14:34,mohon buat pengaturan bahasa indo nya
Pengguna Google,5,2024-10-13 18:50:54,sangat membantu
Pengguna Google,5,2024-10-13 16:57:43,Mantap
Pengguna Google,5,2024-10-13 15:41:08,"Jago sangat mantap untuk pemakaiannya. Semoga kedepan nya lebih lancar dan lebih banyak lagi hadiah2nya, trimakasih jago, sangat baik jago"
Pengguna Google,5,2024-10-13 14:36:24,Bagus banget loh
Pengguna Google,1,2024-10-13 11:47:02,Saya blom dapat update terbaru kak
Pengguna Google,5,2024-10-13 09:51:40,Jago mantap dengan jago semua jadi mudah..👍🏻👍🏻👍👍👍👍👍👍👍👍👍👍
Pengguna Google,5,2024-10-13 09:49:27,Lumayan
Pengguna Google,4,2024-10-13 09:38:59,"saya mau buat akun bank jago lagi, tapi tidak bisa dikarenakan nik nya sudah terdaftar di handphone yang lama. saya mau bertanya bisa membuat lagi tidak ya ?"
Pengguna Google,5,2024-10-13 09:15:10,Transaksi aman dan gratis transfer dan memberikan kemudahan dalam menabung ataupun terhubung dengan jasa perbankan lainnya banyak bonusnya...cuma dalam pembelian pulsa atau paket data sering terjadi kendala
Pengguna Google,1,2024-10-13 09:05:13,"Ntah kenapa fitur bebas biaya admin di jago syariah diturunkan. Tidak adil sama sekali, tolong kembalikan reward nya.."
Pengguna Google,1,2024-10-13 08:48:29,"ganti nomer daftar ribet, dipersulit"
Pengguna Google,5,2024-10-13 08:44:35,Suka banget sama bang jago
Pengguna Google,5,2024-10-13 07:58:05,so far so good
Pengguna Google,2,2024-10-13 07:17:52,"Saya mau ganti password dan ganti no hp yang sudah tidak aktif ,belum di respon"" sudah isi data formulir segala macem foto tanda tangan di atas materai masih belum di respon saldo saya mau cepat"" saya gunakan .gmna ini"
Pengguna Google,5,2024-10-13 07:08:39,"Tf lancar, free admin, bermitra dengan Stockbit sekuritas merupakan fitur terbest nya, tarik tunai ke RDN Everytime 😘🥰"
Pengguna Google,5,2024-10-13 07:08:34,Mantab
Pengguna Google,5,2024-10-13 07:01:08,Aplikasi ini fiturnya bagus dan user friendly banget
Pengguna Google,1,2024-10-13 06:17:15,Baik
Pengguna Google,5,2024-10-13 05:45:33,"Benar-Benar Mantap ni,."
Pengguna Google,5,2024-10-13 05:42:53,Banking syariah terbaik all in 1
Pengguna Google,5,2024-10-13 05:39:40,"Lumayan terbantu manage keuangan karena bisa simpan di masing-masing kantong, gak bingung lagi dengan uang tabungan dan uang keperluan, mantap hanya kalau bisa ada auto budgeting ke wallet RDN nya bibit 🙏"
Pengguna Google,5,2024-10-13 05:30:43,Aplikasi Sangat Bagus
Pengguna Google,5,2024-10-13 05:29:01,aplikasi perbankan yang sangat rekomendasi bagi gen z
Pengguna Google,2,2024-10-13 05:28:46,terlalu berlebihan akun gue woii mana. uangnya
Pengguna Google,5,2024-10-13 04:49:28,"Sering2 kasih bonus y,,"
Pengguna Google,5,2024-10-13 04:38:46,"Aplikasi bank digital kerennnn, banyak banget fitur yang berguna"
Pengguna Google,5,2024-10-13 04:26:16,Sangat membantu
Pengguna Google,5,2024-10-13 04:19:50,Bagus sih tampilan enak diliat dan mudah digunakan tapi pas daftar gaada opsi pelajar/ ibu rumah tangga
Pengguna Google,3,2024-10-13 03:57:43,"Mulai bnayak biaya admin , saatnya pindah seabank wkwk"
Pengguna Google,5,2024-10-13 02:34:37,Saya Sangat Suka Memakai Bank Jago Karna Penyimpanan Uang Jadi Aman Dan Transaksi Mudah 🫶
Pengguna Google,5,2024-10-13 02:18:54,Sedang menunggu pitur baru
Pengguna Google,5,2024-10-13 01:35:09,mantap
Pengguna Google,1,2024-10-13 00:49:09,"Mau login aja di persulit,ditanya terakhir transaksi lah,nama tabungan lah,ribet banget"
