reviewId,content,score,sentiment,clean_text
55a2fa30-4867-4395-8876-d4afc30e55aa,"Aplikasi jelek.. pelayanan CS ga jelas, slow respon Dan tidak sopan.. Voucher sy expired ga jelas, ga ad pertanggungjawaban..",4,positive,aplikasi jelek pelayanan cs ga jelas slow respon dan tidak sopan voucher sy expired ga jelas ga ad pertanggungjawaban
ad0df5f0-c8dc-4e2f-8892-6356ac52a899,bank paling gak ribet,5,positive,bank paling gak ribet
a8bd224e-3eb6-499d-8f52-955f02dc7bd6,Smooth n seamless,5,positive,smooth n seamless
c2ebd846-b879-49c6-9b83-c9ef9ed2e0bc,"Ribet, tiap ada transaksi perlu hapus+instal ulang aplikasi",2,negative,ribet tiap ada transaksi perlu hapusinstal ulang aplikasi
00a0679e-8144-4801-b7ae-aa98c7a878c6,very good applications,5,positive,very good applications
0e624bce-96ba-4d2b-90e7-f8fa8b5a1241,"mau tutup buku tabungan di persulit mana harus ada biaya admin lagi, pdhal waktu buka rekening gapake tuuh biaya admin",1,negative,mau tutup buku tabungan di persulit mana harus ada biaya admin lagi pdhal waktu buka rekening gapake tuuh biaya admin
3b84956d-c0c2-4eed-85ed-3de243942f0a,keamanan sangat sangat kurang. uang istri saya di app Jago bisa keluar ke Gopay dan bisa ditransfer ke akun Gopay lainnya disaat hp tidak kami operasikan.,1,negative,keamanan sangat sangat kurang uang istri saya di app jago bisa keluar ke gopay dan bisa ditransfer ke akun gopay lainnya disaat hp tidak kami operasikan
bae7a0f1-8b11-42f1-80a0-c0d53d0dcb5f,Tidak di sarankan untuk yg mau pakai jago kalau suatu saat akan pindah device,1,negative,tidak di sarankan untuk yg mau pakai jago kalau suatu saat akan pindah device
ea7cfec7-4e9f-402b-8348-4f3525f3166c,Pembayaran virtual accountnya hilang,4,positive,pembayaran virtual accountnya hilang
81ad0207-8686-4b53-8604-b908882c1f16,It's so convenient. Free charge of transfer money to other bank account.,5,positive,its so convenient free charge of transfer money to other bank account
0ffadc17-af58-4ff0-9c50-60620f5c1eb4,ok,5,positive,ok
a4203ea2-05b4-4428-8611-b4d8385fc001,good application,5,positive,good application
47e6a43e-668c-4186-8ec9-3fb19f9aa266,"I wish there were a quick shortcut for QRIS transactions so that users wouldn't have to log in first to scan QRIS. Additionally, a feature to peek at specific or overall Jago pocket balance without having to authenticate with PIN or fingerprint first would be great.",4,positive,i wish there were a quick shortcut for qris transactions so that users wouldnt have to log in first to scan qris additionally a feature to peek at specific or overall jago pocket balance without having to authenticate with pin or fingerprint first would be great
0cb0bcd0-dcb8-4bf4-8cf6-048195680801,"Good application, good service. Thank you.",5,positive,good application good service thank you
4c9582f4-bdd3-4886-bac9-b292074c2345,"Kantong berguna untuk budgeting, tdk ada biaya admin & transfer gratis membuat Jago pilihan baik. Tapi, kendala masih di waktu transfer yg cukup lama",4,positive,kantong berguna untuk budgeting tdk ada biaya admin transfer gratis membuat jago pilihan baik tapi kendala masih di waktu transfer yg cukup lama
6548c0d0-cc5b-48e8-b255-6024497eb36d,"Smooth experience, easy to use and manage pocket. Lots of promos.",5,positive,smooth experience easy to use and manage pocket lots of promos
c5042201-232b-472f-947c-a65834f02965,"Selalu password salah, padahal sudah dibuat baru dan login kembali masih tetap salah 👎",1,negative,selalu password salah padahal sudah dibuat baru dan login kembali masih tetap salah
2a735595-f629-4329-86a8-2b113c7d2c61,All in one financial app terbaik. Walau masih ada kekurangan tapi so far sangat membantu keluarga kami mengatur keuangan.. Saya dan istri bisa membuat pos-pos pengeluaran dan share akun yang sama untuk bisa cek pengeluaran. Bravo Jago!,5,positive,all in one financial app terbaik walau masih ada kekurangan tapi so far sangat membantu keluarga kami mengatur keuangan saya dan istri bisa membuat pospos pengeluaran dan share akun yang sama untuk bisa cek pengeluaran bravo jago
fcface95-00a7-4f44-8935-bb9b4a70326f,Sangat membantu urusan perbankan,5,positive,sangat membantu urusan perbankan
76a74d1b-6581-4c01-8f3b-f4270f90e48e,"Kelebihan: fitur untuk bikin banyak kantong memudahkan budgeting. Bisa pantau balance gojek dan bibit secara bersamaan Kekurangan: Masih suka error. Selama 3 hari ini, selalu disuruh ganti password terus. Hubungin CS WA, slow response. Sedangkan kalau telp CS, telponnya suka mati di tengah pembicaraan.",2,negative,kelebihan fitur untuk bikin banyak kantong memudahkan budgeting bisa pantau balance gojek dan bibit secara bersamaan kekurangan masih suka error selama hari ini selalu disuruh ganti password terus hubungin cs wa slow response sedangkan kalau telp cs telponnya suka mati di tengah pembicaraan
646d1471-a64a-4ce7-b4b6-f9ba91654c7e,Category always reset on refresh (pull down) But kept/saved if not pull down.. Please fix,2,negative,category always reset on refresh pull down but keptsaved if not pull down please fix
59deeb21-a838-423f-af21-121e7d4d36cd,"Suka sama fitur kantongnya. Mempermudah management keuangan, mana yg untuk jajan, mana yg untuk keperluan mendesak. Saran saya, semoga kedepannya ada fitur fingerprint untuk setiap transaksi yg dilakukan guna keamanan dan kenyamanan user. Soalnya kata sandi atau pin saja kurang tinggi keamanannya 🙂🙏",5,positive,suka sama fitur kantongnya mempermudah management keuangan mana yg untuk jajan mana yg untuk keperluan mendesak saran saya semoga kedepannya ada fitur fingerprint untuk setiap transaksi yg dilakukan guna keamanan dan kenyamanan user soalnya kata sandi atau pin saja kurang tinggi keamanannya
e24501b4-c4c6-4091-bead-fee148d91dee,"Akhir² ini notif suka delay, notifikasi dari apk dan email sering tidak sinkron, history hilang, scan QRIS ngehang, etc. Semoga lekas diperbaiki biar lebih bisa diandalkan.",3,negative,akhir ini notif suka delay notifikasi dari apk dan email sering tidak sinkron history hilang scan qris ngehang etc semoga lekas diperbaiki biar lebih bisa diandalkan
654f3761-c4f6-483c-9b8f-9a92eb20c312,Kenapa ya sekarang kalau transfer ke bamk jago lama banget masuknya sampe harus uninstall uplikasi baru uangnya masuk. Padahal suka banget pake ini buat digital pocket,2,negative,kenapa ya sekarang kalau transfer ke bamk jago lama banget masuknya sampe harus uninstall uplikasi baru uangnya masuk padahal suka banget pake ini buat digital pocket
11d6650d-4d4e-4206-86cf-75a10e8499b9,"Gakbisa dipake di jepang, Tambahin tabungan Yen sama dollar",3,negative,gakbisa dipake di jepang tambahin tabungan yen sama dollar
dfd45d93-e379-43cd-8ca2-82a6d9e1d293,"TIDAK BISA INPUT OTP UNTUK LINK DENGAN GOPAY. SAAT CEK INBOX UTK LIHAT OTP, SAAT BALIK LAYAR PUTIH SEMUA",1,negative,tidak bisa input otp untuk link dengan gopay saat cek inbox utk lihat otp saat balik layar putih semua
32038736-37b3-4a60-9017-bf2d799eb02e,Mantap,5,positive,mantap
ab87aa1d-4dde-4eca-9825-70d8179a0093,So far it's fine,5,positive,so far its fine
0d1b3a0b-0bc7-4fbd-8016-5f5b7868cc7d,Nice app,5,positive,nice app
2af92d49-f70f-4ade-a516-678b75f1e815,ok banget,5,positive,ok banget
ffa414de-95a6-400e-8275-1ae585cd67ef,"Dari kemarin lusa tiap mau login selalu bermasalah ""sorry, we ran into a problem"", pakai pin atau fingerprint juga sama aja.",1,negative,dari kemarin lusa tiap mau login selalu bermasalah sorry we ran into a problem pakai pin atau fingerprint juga sama aja
6c566912-25e6-4f93-aeb0-b951771ea9b2,"Semakin hari makin lambat, pengkategorian transaksi sering gagal",1,negative,semakin hari makin lambat pengkategorian transaksi sering gagal
5bc12528-19ae-4b62-b628-fafd86f032d1,Kadang transfer suka gagal via qris,4,positive,kadang transfer suka gagal via qris
2eb7136f-e998-4915-9663-b8567b82b7a1,gratis biaya transfer,5,positive,gratis biaya transfer
bbf5c874-7e3e-401c-bdcc-241404fbebcb,Coca Cola I's Toma,5,positive,coca cola is toma
e858a2d4-c64b-4282-ba8d-d8fae7ac15f7,fitur pindah antar kantong nge bug,1,negative,fitur pindah antar kantong nge bug
2a7167dd-1d84-4044-b3da-168c4be0b68c,Bagussss,5,positive,bagussss
9c18c3c1-8648-4df5-a331-9f2ef0b4280b,Min min min Klo bisa disamping nominal transaksi itu ada dibuat kolom saldo akhir dong kayak mobile banking y lainnya,1,negative,min min min klo bisa disamping nominal transaksi itu ada dibuat kolom saldo akhir dong kayak mobile banking y lainnya
ae993da6-58e0-4458-aeaa-78f6105283f1,Baru pake sekitar 2 bulan lebih overall enak banget,5,positive,baru pake sekitar bulan lebih overall enak banget
c240a68b-7e73-409c-a4bf-3006eb776ef1,ati2 beli token disini saya beli 200rb udah 1x24jam ga dapet tokennya.,1,negative,ati beli token disini saya beli rb udah x jam ga dapet tokennya
f92c1d9d-f17a-4ab1-90f0-35f461f035bf,Bank yg tidak pelit kepada nasabahnya. Good bank,5,positive,bank yg tidak pelit kepada nasabahnya good bank
989516dc-9fb1-4060-a8ef-7fa8195e57fe,mengapa saat mau memindahkan saldo ke pocket lain ga bisa.. pilihan pocket tidak mau muncul.. aneh sekali.. uang jadi tidak bisa dipindahkan,1,negative,mengapa saat mau memindahkan saldo ke pocket lain ga bisa pilihan pocket tidak mau muncul aneh sekali uang jadi tidak bisa dipindahkan
4008b4a8-d5e5-4700-a75a-283bc2599517,"Easy to use, very helpfull",5,positive,easy to use very helpfull
5f3954dd-940d-4ade-9d97-db5ae6d8bc22,"Fitur analisa pengeluaran udah ada, kurang analisa pemasukan nya. Sama pengeluaran untuk investasi kok nggak ada ya min di analisa pengeluaran nya?",5,positive,fitur analisa pengeluaran udah ada kurang analisa pemasukan nya sama pengeluaran untuk investasi kok nggak ada ya min di analisa pengeluaran nya
76de56e8-ce1b-48b3-a357-b953290af80c,make it easy to manage money among platforms!,5,positive,make it easy to manage money among platforms
542633f6-16fa-4529-aa19-ee4e095addf0,membantu banget dan aman sih no ribet juga terutama CS jago itu gercep thank youu,5,positive,membantu banget dan aman sih no ribet juga terutama cs jago itu gercep thank youu
9afb69f2-37fa-48d1-9fe4-2d11bb78f48b,just remove spend analysis feature from the app. always works 0% of the time every time. really grinding my gears.,1,negative,just remove spend analysis feature from the app always works of the time every time really grinding my gears
73c7ac77-1f65-4237-bb1a-6161cb092001,Okay 👍👍👍👍👍,5,positive,okay
2ede304d-b08e-4047-8389-c8cea4997f96,Segini dulu,3,negative,segini dulu
2ed5c203-c497-409a-9865-f18d2a0c4792,"Gk bisa bayar tiket KAI, token listrik, dll disini. Bayar virtual account juga ribet",1,negative,gk bisa bayar tiket kai token listrik dll disini bayar virtual account juga ribet
80fe1fca-e701-4aa1-bedb-b726d18f6793,"Bngsat bgt ni apk giliran log in lewat prangkat baru harus cek notif di hp lama,gmn klo perngkt lama rusak,gk cukup apa ya pke vrfksi lewt wajah/pasword atau pertnyaan,knp harus kirim verifksi ke prangkat lama,gmn kalo prngkat lama hilang/rusak,bisa hilang saldo nasabah bgtu ajh,perbaiki tuh min klo bnr"" mau bikin prusahaan jgn mnyulitkan",1,negative,bngsat bgt ni apk giliran log in lewat prangkat baru harus cek notif di hp lamagmn klo perngkt lama rusakgk cukup apa ya pke vrfksi lewt wajahpasword atau pertnyaanknp harus kirim verifksi ke prangkat lamagmn kalo prngkat lama hilangrusakbisa hilang saldo nasabah bgtu ajhperbaiki tuh min klo bnr mau bikin prusahaan jgn mnyulitkan
ddcc47bc-62a2-4597-9b89-22d52f487e1a,All good except for notification count in app which won't show anything at all when clicked. Oh and somehow BI-FAST didn't work when I want to transfer from Mandiri to Jago Syariah. Hope this will be fixed soon. EDIT : It's all fixed now. Well done devs! Please keep the free transfer to any bank feature. It's one of the main reason I still using this Digital Bank beside the connection with Bibit. 🥲,5,positive,all good except for notification count in app which wont show anything at all when clicked oh and somehow bifast didnt work when i want to transfer from mandiri to jago syariah hope this will be fixed soon edit its all fixed now well done devs please keep the free transfer to any bank feature its one of the main reason i still using this digital bank beside the connection with bibit
6f3038be-50b1-4473-ba77-2a79fc788d64,Very slow,1,negative,very slow
6890b095-96fa-41cb-bf9f-5975d1594ae2,ribet buat verifikasinya padahal izin kamera dihp udah dibolehin masih tetep aja gabisa verif nyuruh izinkan jago menggunakan kamera,1,negative,ribet buat verifikasinya padahal izin kamera dihp udah dibolehin masih tetep aja gabisa verif nyuruh izinkan jago menggunakan kamera
22b01af8-c62f-4b08-b208-7900db12de71,Pake kode referral RENDEEEC untuk dapat saldo bonus pembukaan rekening 25 ribu,5,positive,pake kode referral rendeeec untuk dapat saldo bonus pembukaan rekening ribu
c0edb14e-ca8c-48db-83ae-e8be348ead4b,Mantap... Tingkatan terus,5,positive,mantap tingkatan terus
9006a1c6-aa2c-4349-ad05-a34770a394fd,"Tertarik sama rate bunganya yang besar buat Locked Pocket. Lumayan bisa nabung kecil-kecilan tanpa harus tunggu bisa deposito haha. Iseng coba verifikasi account jam 4 pagi, ada petugas verifikasi yang ngangkat dong. 😮 Sejauh ini satisfying, sayang belum bisa terima transfer dari luar negeri buat gaji hehe.",5,positive,tertarik sama rate bunganya yang besar buat locked pocket lumayan bisa nabung kecilkecilan tanpa harus tunggu bisa deposito haha iseng coba verifikasi account jam pagi ada petugas verifikasi yang ngangkat dong sejauh ini satisfying sayang belum bisa terima transfer dari luar negeri buat gaji hehe
5fb7abb6-1077-409c-9cfc-b3abb2b89de2,"saat klik menu Move Money, pilihan listnya ga muncul.. aneh, uang jadi ga bisa dipindahkan ke pocket lain",1,negative,saat klik menu move money pilihan listnya ga muncul aneh uang jadi ga bisa dipindahkan ke pocket lain
12151fe1-b711-4382-8f0a-d030705a14aa,mantap joss,5,positive,mantap joss
4b1e87df-e667-48ca-aa17-625e9219f227,mencoba menggunakan jago syariah. utamanya buat invest di bibit. overal mantab,4,positive,mencoba menggunakan jago syariah utamanya buat invest di bibit overal mantab
16358253-c816-4e8a-b780-db7014e064d7,"I love this banking app, and many thanks!",5,positive,i love this banking app and many thanks
16473984-bba5-46f7-b8c0-1d2d3349c353,Bank digital terbaik se-Indonesia 👍🏻👍🏻,5,positive,bank digital terbaik seindonesia
de525578-f321-4942-a274-63b1873b30f3,"UI/UX is stylish, customizable, and easy to understand, but it could be janky for older phones. The banking service side is pretty solid as well. Good bank 👍👍",4,positive,uiux is stylish customizable and easy to understand but it could be janky for older phones the banking service side is pretty solid as well good bank
13bda570-46e9-42f4-a077-b4c5707761e9,terbaik! terus tingkatkan fasilitas dan pemeliharaan sistem👍,5,positive,terbaik terus tingkatkan fasilitas dan pemeliharaan sistem
dd6a0fad-3787-41c9-b8eb-0d4de38e4b58,"So far, my experience with Jago syariah is quite well. The user experience and the features are top knotch, especially the ""kantong"" and auto-budgeting, which are very helpful. It also can be syncronized with other financial service apps like robo advisor and e-wallet. And what I like the most, often I don't have to pay the additional fees when doing top up to e-wallets😁👍",5,positive,so far my experience with jago syariah is quite well the user experience and the features are top knotch especially the kantong and autobudgeting which are very helpful it also can be syncronized with other financial service apps like robo advisor and ewallet and what i like the most often i dont have to pay the additional fees when doing top up to ewallets
f3b5b862-6ce3-4ca5-b6cc-82e79a312872,Sangat membantu untuk mengkategorikan uang.,5,positive,sangat membantu untuk mengkategorikan uang
3ee1d61d-f16e-428e-acbf-9386e2369b1c,if y'all have a problem just ask with email,5,positive,if yall have a problem just ask with email
c364324b-f17d-4c38-b2ba-4311e57e86dc,"Min tolong rekening Jago Syariah dibikin bisa konek ke akun Paypal dong, masa cuman rekening Jago doang yang bisa, ty.",4,positive,min tolong rekening jago syariah dibikin bisa konek ke akun paypal dong masa cuman rekening jago doang yang bisa ty
f63fa97d-9a4e-4fd1-82f3-eda8f2c7a4ca,easy and very up to date,5,positive,easy and very up to date
98ea8019-64cb-4660-8408-6991e557b98c,Bestt bgt,5,positive,bestt bgt
b44fe1da-d230-4ed2-8532-4a0e74fb8ea5,Memudahkan dalam membagi uang ke dalam pos - pos harta,5,positive,memudahkan dalam membagi uang ke dalam pos pos harta
aa064bf9-6adf-4cc2-80f7-328ea17a74a5,Popup notifikasi didalam aplikasi agak mengganggu karena saat mau back malah dismiss notif dan jadinya harus back dua kali yg bikin repot,5,positive,popup notifikasi didalam aplikasi agak mengganggu karena saat mau back malah dismiss notif dan jadinya harus back dua kali yg bikin repot
0ca5ede7-91fb-4a40-ae2c-045ac2dcfe31,"Untuk verifikasi 2 langkah menyulitkan banget untuk login di perangkat baru , soalnya hp yg satunya rusak jadi gak bisa Nerima Notifikasi iya😮‍💨😡",3,negative,untuk verifikasi langkah menyulitkan banget untuk login di perangkat baru soalnya hp yg satunya rusak jadi gak bisa nerima notifikasi iya
8bcd3643-dbcc-4229-b0c5-9cabc9a47785,love all the features,5,positive,love all the features
a746d1d1-0fae-4e2d-b8fe-883eb2cae78d,good,5,positive,good
5792e622-6dae-4b35-95da-4c085cf364e9,Great,5,positive,great
f22aa498-96bf-48c9-bbf6-5b21453d259c,After a series of recent update now I even can move my money from one pocket to others. Good job.,1,negative,after a series of recent update now i even can move my money from one pocket to others good job
d8ad8297-4f76-45d7-bde8-12081ca21260,"Fitur scan sidik jarinya lambat, saya coba di app lain yang serupa jauh lebih cepat,harus nunggu dulu, fitur transfer tidak ada keterangan transfer feenya berapa tidak ada transparansi, semoga kedepennya lebih baik",3,negative,fitur scan sidik jarinya lambat saya coba di app lain yang serupa jauh lebih cepatharus nunggu dulu fitur transfer tidak ada keterangan transfer feenya berapa tidak ada transparansi semoga kedepennya lebih baik
9bc30f66-7f34-4935-8016-1fa6907d7a56,"Reward of 2nd month didn't arrive at all, it's been a month or so",2,negative,reward of nd month didnt arrive at all its been a month or so
65909959-3926-4f27-aaab-f082ff68f07b,"Edit : lemottttt. Qris suka gabisa, transfer suka gabisa",2,negative,edit lemottttt qris suka gabisa transfer suka gabisa
c64f78af-e814-4268-b4d2-5edc88b62ca2,"I am growing tired using this app. One of its biggest strength is the category feature, and until today it keeps messing up itself, making my expense tracking useless. Please fix the issue, it keeps getting reset after I changed the category. Or else just disable the feature. Do not release a feature just to baffle your users.",2,negative,i am growing tired using this app one of its biggest strength is the category feature and until today it keeps messing up itself making my expense tracking useless please fix the issue it keeps getting reset after i changed the category or else just disable the feature do not release a feature just to baffle your users
b7fc2fdf-541c-482c-a274-7878e9c76ac7,"Dari sisi banknya sendiri cukup ok, bunga besar dan tetap di batas jaminan LPS. Namun, sejak hampir setahun terakhir aplikasi menjadi sangat buggy. Mengganti kategori sangat tidak jelas. Laporan keuangan untuk shared account hanya bisa melihatkan transaksi pribadi, tidak termasuk orang lain. Dan banyak hal basic lainnya. Masih lebih baik dari bank konvensional, namun bisa JAUH lebih baik.",2,negative,dari sisi banknya sendiri cukup ok bunga besar dan tetap di batas jaminan lps namun sejak hampir setahun terakhir aplikasi menjadi sangat buggy mengganti kategori sangat tidak jelas laporan keuangan untuk shared account hanya bisa melihatkan transaksi pribadi tidak termasuk orang lain dan banyak hal basic lainnya masih lebih baik dari bank konvensional namun bisa jauh lebih baik
fcb95d9c-321e-4aa9-b088-11a015062483,awesome,5,positive,awesome
00f46ad5-a87f-4f69-9892-a34922d7b671,Applikasi dan layanan kadang terlambat dan perlu email dahulu tidak ada pemberitahuan seperti bank lainya,3,negative,applikasi dan layanan kadang terlambat dan perlu email dahulu tidak ada pemberitahuan seperti bank lainya
bf6f8477-7e2f-4f1e-8a3e-5ea33e9c1dca,♥️,5,positive,
2657a3d2-a473-4417-bb13-d8b31be2c70b,Excellent,5,positive,excellent
7d0302ea-795c-46f0-9946-1ea6b2e895b5,"kalau reopen app, saldonya masih cache gitu belum keupdate jadi pas transaksi gagal karena saldo sebenernya udh kurang 😂",3,negative,kalau reopen app saldonya masih cache gitu belum keupdate jadi pas transaksi gagal karena saldo sebenernya udh kurang
c08f0d9f-0898-4be4-a4e8-95a3208492aa,jago memang jago,5,positive,jago memang jago
1bd69222-f238-41f3-8562-d2021bdc8b5b,Very good,5,positive,very good
ce172bd9-6e8d-47eb-b7b7-7ac8984210dc,"Baru nemu aplikasii ini, sangat memudahkan saya untuk bertransaksi diluar negeri, terima kasih Bank JAGO",5,positive,baru nemu aplikasii ini sangat memudahkan saya untuk bertransaksi diluar negeri terima kasih bank jago
58fd16bc-9a68-40f6-b7b4-e892f0decae3,mntap,5,positive,mntap
ae4f8c2c-e0a5-4c22-b2ae-54c60f0b59b3,"Saya terlupa password, mencoba cara yg dianjurkan untuk recovery tidak ada kejelasan berhasil",1,negative,saya terlupa password mencoba cara yg dianjurkan untuk recovery tidak ada kejelasan berhasil
cd74fd92-f55f-407f-bba5-42e8579c06d3,keren,5,positive,keren
4ce2beb5-8a24-428b-a859-fca6fc005d8c,Mantap,5,positive,mantap
f949b91e-2dea-4fd5-ae98-ee7bebfe443c,no ribet ribet club,5,positive,no ribet ribet club
15e3be7a-723c-4017-b03e-9deb8fe0db58,Mantap!! 👍👍👍👍,5,positive,mantap
31653461-8621-41ea-8f81-32e0c633f9ff,"can improve on auto budgeting section, edit existing auto budget simultaneously",4,positive,can improve on auto budgeting section edit existing auto budget simultaneously
6f2add76-dfaf-4a29-bfc5-b2c6f81ffed5,perfect,5,positive,perfect
c7766ec1-fdc8-42ff-822e-67b2a9ec826c,Friendly and sleek user interface 👍,5,positive,friendly and sleek user interface
15aea439-5287-4004-8938-0d87dafda6dc,"Can't believe this is a great app, thanks for helping me manage my financial matters",5,positive,cant believe this is a great app thanks for helping me manage my financial matters
19dd9a47-97f9-478b-8d13-99a67b2cdb2a,Wahh sangat bagus Bank Jago saya dapat bonus 30.000. ayoo siapa yang mau dapat bonus dari Bank Jago. Bisa sajah jika masih ada ketentuan yang ditawarkan. Terima kasih,5,positive,wahh sangat bagus bank jago saya dapat bonus ayoo siapa yang mau dapat bonus dari bank jago bisa sajah jika masih ada ketentuan yang ditawarkan terima kasih
60b2e11d-a0fd-4be7-aa80-93ad6a067015,Ga bisa masuk apps. Katanya password salah. Padahal udah betul. Trus saya ganti password saya. Tetep ga bisa login.,1,negative,ga bisa masuk apps katanya password salah padahal udah betul trus saya ganti password saya tetep ga bisa login
4e553c9d-9c35-4745-bfcf-c37fcb4583a0,Spend analysis not working everytime. Need to change the categories again every reload,2,negative,spend analysis not working everytime need to change the categories again every reload
76d8e2ad-7191-4bfa-8cec-c842c3a8f73e,"Aneh. Fitur auto-budget kadang ada, kadang hilang.",3,negative,aneh fitur autobudget kadang ada kadang hilang
5f7d24a9-96ad-4a63-b44d-b6d5d7829f54,Fluid banking app,5,positive,fluid banking app
bab2f189-0276-4350-b2b7-e46091e9146e,bagus,5,positive,bagus
56fba0a6-0833-4c88-8567-bd7387ae0463,"amazed with the UI, experience was good and easy to learn the flow, im new user here.",5,positive,amazed with the ui experience was good and easy to learn the flow im new user here
b104c9cf-6874-4bc1-a658-b665152b5754,"Saat awal mulai login sekarang semakin lama masuk ke menu utamanya. Beberapa kejadian pembayaran QRIS pop up notif Failed, tapi ternyata setelah dilihat sakdo terpotong. Tolong bantuannya untuk di perbaiki bugs nya. HP Oppo dgn OS Android Color OS 14",2,negative,saat awal mulai login sekarang semakin lama masuk ke menu utamanya beberapa kejadian pembayaran qris pop up notif failed tapi ternyata setelah dilihat sakdo terpotong tolong bantuannya untuk di perbaiki bugs nya hp oppo dgn os android color os
3a40ea2a-1c52-4bc6-acd1-4fc081159f42,mantap,5,positive,mantap
4d70b944-868d-482d-9895-22ac59844e90,Flexible mobile banking app. Good,5,positive,flexible mobile banking app good
40d11f1f-4dd7-49cc-ad09-b63e7edbeb48,mantab,5,positive,mantab
86984ca5-ea97-4bf4-b6f1-799feac9cd11,interfacenya bagus. minim bug. sayang bgt buat jago syariah ga tersedia rdn wallet ya,5,positive,interfacenya bagus minim bug sayang bgt buat jago syariah ga tersedia rdn wallet ya
291c925a-ad7f-48bb-a02f-29a2d24d2af6,Love it,5,positive,love it
3beeea5b-109b-4a02-8f5a-c1026d1e5420,"Memudahkan bgt punya jago, buka rekening banyak jadi mudah dan murah",5,positive,memudahkan bgt punya jago buka rekening banyak jadi mudah dan murah
cb5c5289-dbd6-42ad-b345-ab9449787ffe,Wooow,5,positive,wooow
4b9198f4-d50b-4e6c-af25-cdf87c323bbc,"Sama busuk nya sama bank2 digital lain, minta deposit2 dulu baru bisa di pake fitur2 nya, mending bank konvensional aja kalo gitu, mengecewakan",1,negative,sama busuk nya sama bank digital lain minta deposit dulu baru bisa di pake fitur nya mending bank konvensional aja kalo gitu mengecewakan
f83ce94a-8654-4017-a07e-2f3ccaef8910,👍❤️💐,5,positive,
175b16fe-49d0-44b5-ad56-939b14928544,good,5,positive,good
b9eaf7cc-325d-4fd2-b41b-94d8586fb956,"aplikasi ini sangat bagus, kalo katepe kita burem atau sobek sobek, nanti ada pilihan video call sama representasi pihak bank jagoan. makasih banget bank jagoan sudah ngasih pelayanan bank digital yg serba gratis. bank jago memang bank digital terjago.",5,positive,aplikasi ini sangat bagus kalo katepe kita burem atau sobek sobek nanti ada pilihan video call sama representasi pihak bank jagoan makasih banget bank jagoan sudah ngasih pelayanan bank digital yg serba gratis bank jago memang bank digital terjago
86543b37-bacf-44ce-b097-b5e13b14240a,bayar langganan Adobe pake Jago bermasalah mulu,1,negative,bayar langganan adobe pake jago bermasalah mulu
c8818db4-545e-454e-af6a-dff3ade9e00a,"Uangku ilang gaada krejelasan tiap ditanya suruh mantau email, tp tetep sama aja",1,negative,uangku ilang gaada krejelasan tiap ditanya suruh mantau email tp tetep sama aja
00f59a32-0010-4951-a67f-ad4412162372,cepat dan gratis,5,positive,cepat dan gratis
7c9168a5-4395-450d-8ae6-dff5603dfb88,mantap,5,positive,mantap
16e5654e-4a05-4c03-bb64-60d72e4b9bda,okee,5,positive,okee
afce7a9e-9cb6-4e02-b6e5-71fa6dba1763,"Setiap saya melakukan pindah kantong atau transaksi, data ga langsung terupdate alias harus direfresh dulu. Itu harus diperbaiki sih. Sisanya bagus.",4,positive,setiap saya melakukan pindah kantong atau transaksi data ga langsung terupdate alias harus direfresh dulu itu harus diperbaiki sih sisanya bagus
253017ac-663e-42e1-9391-cd615deb8f8a,"Sangat lama memverifikasi pembayaran qris, kasian penjualnya menunggu lama buat bukti pembayaran, tolong percepat lagi proses verifikasi/ transaksi uang menggunakan qris🙏",3,negative,sangat lama memverifikasi pembayaran qris kasian penjualnya menunggu lama buat bukti pembayaran tolong percepat lagi proses verifikasi transaksi uang menggunakan qris
a13fabe5-2f45-4401-8bf1-e2da1d7ef4b7,app keep crashing cant open,1,negative,app keep crashing cant open
7926465b-e61d-4c35-a136-539d25340913,Error xiaomi 14 tidak bisa login,1,negative,error xiaomi tidak bisa login
8a6cda0c-3f64-4e6c-b308-948e1fd3a5b5,kirain update udah di benerin ternyata blm jg. pindah dari kantong lain masih kosong list nya.,1,negative,kirain update udah di benerin ternyata blm jg pindah dari kantong lain masih kosong list nya
b62cdaeb-5c3c-4ce4-a80a-50f40a742997,"On the dashboard main menu, there's a feature where you can change the color of each menu cards, but once you customized it yourself there's no option to revert it back to the original. It's not a big deal though. Oh yeah and also the notifications sometimes showing incorrect number on the bells icon, somtimes it's showing 6 but when i checked, there's nothing there. Anyway great app, great service, keep up 👌🏻🐐",5,positive,on the dashboard main menu theres a feature where you can change the color of each menu cards but once you customized it yourself theres no option to revert it back to the original its not a big deal though oh yeah and also the notifications sometimes showing incorrect number on the bells icon somtimes its showing but when i checked theres nothing there anyway great app great service keep up
b532e094-43fe-4e07-a712-b795ac6e4eb2,happened that I needed to contact cust support because transfer didn't complete,3,negative,happened that i needed to contact cust support because transfer didnt complete
ea98b3ce-7e42-459c-992e-f88d3f830120,"Sy baru tahu kalau topup ovo dipotong 1500 rupiah. Kalau diksh tau lbh awal, sy topup dari bank lain saja",5,positive,sy baru tahu kalau topup ovo dipotong rupiah kalau diksh tau lbh awal sy topup dari bank lain saja
f7557d46-715a-418d-b78c-f53d4b162ac6,mantap,5,positive,mantap
